respondent_id,date,wave_id,brand_id,product_id,vertical_id,market,segment,ad_recall,brand_link,distinctive_asset,trust,value_for_money,premium,fun,personal_relevance,consideration,competitor_salience
R003236,2024-12-01,2024-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,3,3,5,5,3,0,1
R003237,2024-12-01,2024-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,4,3,5,3,3,0,1
R003238,2024-12-01,2024-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,4,5,1,5,5,1,0
R003239,2024-12-01,2024-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,5,5,3,5,5,1,1
R003240,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,3,2,1,1,5,0,1
R003241,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,3,4,2,3,0,1
R003242,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,3,4,5,3,0,1
R003243,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,2,4,3,1,2,0,1
R003244,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,4,3,4,4,1,1,0
R003245,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,4,2,2,2,0,1
R003246,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,5,2,5,3,3,1,1
R003247,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,1,2,3,3,0,1
R003248,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,3,5,5,3,1,1
R003249,2025-01-01,2025-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,1,5,2,2,0,1
R003250,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,2,1,4,5,4,1,1
R003251,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,1,2,1,2,1,0,0
R003252,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,2,3,5,2,3,0,1
R003253,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,4,1,2,1,0,1
R003254,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,3,4,3,4,4,1,1
R003255,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,2,5,3,2,0,1
R003256,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,5,1,4,3,1,0,0
R003257,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,2,5,3,4,0,1
R003258,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,3,1,4,3,0,0
R003259,2025-02-01,2025-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,5,5,1,3,5,0,1
R003260,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,2,5,3,2,0,1
R003261,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,5,5,5,3,4,0,1
R003262,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,4,1,5,1,4,0,1
R003263,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,1,5,4,3,4,3,1,0
R003264,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,4,4,1,1,2,1,1
R003265,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,5,1,5,1,3,1,1
R003266,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,5,5,2,1,4,1,0
R003267,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,2,5,2,4,2,0,1
R003268,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,2,4,5,2,1,0
R003269,2025-03-01,2025-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,5,3,2,1,0,0
R003270,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,4,2,3,3,1,0,1
R003271,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,4,1,4,5,0,1
R003272,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,3,4,5,4,5,1,1
R003273,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,1,1,3,3,3,0,1
R003274,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,4,1,5,1,2,0,1
R003275,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,2,5,3,2,1,1
R003276,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,3,4,2,2,0,1
R003277,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,4,3,5,4,5,0,0
R003278,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,2,4,4,2,0,1
R003279,2025-04-01,2025-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,4,3,5,2,0,1
R003280,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,4,5,3,5,2,1,0
R003281,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,0,4,5,4,4,5,1,0
R003282,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,5,3,3,3,1,1
R003283,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,1,5,5,1,1,1
R003284,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,1,5,3,2,0,0
R003285,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,4,2,5,3,0,1
R003286,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,3,2,1,1,0,1
R003287,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,4,4,5,3,3,1,0
R003288,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,5,5,1,1,1,1,0
R003289,2025-05-01,2025-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,1,3,4,1,5,0,1
R003290,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,4,3,5,3,5,1,0
R003291,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,1,1,5,2,4,4,0,0
R003292,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,5,5,4,4,1,1,1
R003293,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,5,3,1,1,5,0,1
R003294,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,5,5,2,2,5,1,1
R003295,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,3,5,3,1,0,1
R003296,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,2,2,5,1,2,1,1
R003297,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,1,4,2,1,2,0,0
R003298,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,4,3,2,3,0,1
R003299,2025-06-01,2025-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,5,1,4,2,4,0,0
R003300,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,1,5,2,4,5,4,1,0
R003301,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,5,5,5,3,4,0,1
R003302,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,4,2,5,5,1,0,0
R003303,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,5,4,5,3,5,1,0
R003304,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,4,2,5,1,2,0,1
R003305,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,1,5,2,4,5,3,1,0
R003306,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,3,1,2,3,0,1
R003307,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,4,3,1,2,0,1
R003308,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,5,5,3,5,1,0,0
R003309,2025-07-01,2025-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,2,3,3,1,0,1
R003310,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,4,1,5,3,0,1
R003311,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,5,5,3,4,3,1,0
R003312,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,5,4,3,1,4,1,0
R003313,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,0,2,1,4,3,3,0,0
R003314,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,1,2,1,5,0,1
R003315,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,1,5,4,2,2,3,0,0
R003316,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,5,4,4,4,5,1,0
R003317,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,5,3,3,1,1,1
R003318,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,3,5,4,2,1,1
R003319,2025-08-01,2025-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,3,5,3,2,1,0,1
R003320,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,4,1,2,5,0,1
R003321,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,3,3,3,5,5,0,1
R003322,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,3,2,1,1,0,1
R003323,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,4,1,5,2,1,0,0
R003324,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,5,3,1,1,0,1
R003325,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,4,1,2,5,3,0,1
R003326,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,2,1,1,1,0,1
R003327,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,4,4,3,2,1,0,1
R003328,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,1,2,3,2,3,0,1
R003329,2025-09-01,2025-09,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,1,4,2,3,0,1
R003330,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,1,4,5,3,3,3,0,0
R003331,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,3,3,4,5,5,0,0
R003332,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,2,5,3,5,0,1
R003333,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,4,5,4,5,4,0,0
R003334,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,4,2,3,1,4,1,0
R003335,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,5,4,4,4,5,1,0
R003336,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,3,5,1,1,0,1
R003337,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,5,1,4,1,0,1
R003338,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,4,4,3,2,4,1,1
R003339,2025-10-01,2025-10,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,2,3,5,4,5,0,1
R003340,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,5,2,2,2,0,1
R003341,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,1,2,3,2,0,1
R003342,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,2,2,3,3,2,0,1
R003343,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,2,1,3,2,1,1,1
R003344,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,1,4,2,1,1,0
R003345,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,3,1,1,1,0,1
R003346,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,4,4,2,1,1,1,1
R003347,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,1,4,3,2,2,0,1
R003348,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,1,1,4,1,5,0,1
R003349,2025-11-01,2025-11,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,5,2,5,4,0,1
R003350,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,4,1,4,1,0,1
R003351,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,4,5,3,4,4,0,0
R003352,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,1,5,4,2,5,4,1,1
R003353,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,0,0,3,4,1,3,3,0,0
R003354,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,5,5,2,3,3,0,1
R003355,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,1,1,1,4,5,4,3,4,1,0
R003356,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,1,0,1,4,1,4,4,1,1
R003357,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,0,3,5,2,4,3,0,1
R003358,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,1,2,3,1,1,1,1
R003359,2025-12-01,2025-12,brand_a,aurora_rtd_tea,rtd_beverages,ID,millennial_urban,0,0,1,5,5,2,1,4,1,1
R003360,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,0,0,3,3,5,1,4,0,1
R003361,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,5,1,2,1,3,0,1
R003362,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,5,4,4,1,3,1,1
R003363,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,5,2,3,5,0,1
R003364,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,3,1,3,5,3,1,1
R003365,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,5,2,2,1,1,1
R003366,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,1,4,4,2,1,2,0,1
R003367,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,1,4,5,5,5,3,0,0
R003368,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,1,1,3,3,2,0,0
R003369,2024-01-01,2024-01,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,3,4,1,2,0,1
R003370,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,0,0,1,3,5,4,5,1,1
R003371,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,1,1,4,4,2,2,2,1,1
R003372,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,5,4,1,5,5,0,1
R003373,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,1,2,3,3,0,1
R003374,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,1,1,4,5,2,1,5,0,0
R003375,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,1,1,5,4,3,5,5,1,0
R003376,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,0,0,1,1,5,5,2,1,1
R003377,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,2,5,1,3,5,0,0
R003378,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,5,5,5,1,1,1,1
R003379,2024-02-01,2024-02,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,4,3,4,4,1,1,0
R003380,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,5,2,3,4,1,0
R003381,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,4,5,1,2,3,0,1
R003382,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,0,0,4,5,4,4,2,1,0
R003383,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,2,4,4,5,0,1
R003384,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,1,4,5,3,5,5,1,1
R003385,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,0,1,1,1,3,5,5,0,1
R003386,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,1,4,4,3,2,2,1,0
R003387,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,5,3,2,3,3,0,1
R003388,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,3,3,1,1,4,0,1
R003389,2024-03-01,2024-03,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,3,3,4,1,2,0,1
R003390,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,2,3,5,4,2,0,0
R003391,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,5,4,5,4,2,0,0
R003392,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,4,5,3,4,1,0,0
R003393,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,4,2,4,4,5,1,0
R003394,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,0,1,4,4,2,5,2,0,1
R003395,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,4,4,2,3,5,1,1
R003396,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,4,3,5,4,0,1
R003397,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,1,3,5,5,4,4,0,0
R003398,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,1,2,5,3,1,0,1
R003399,2024-04-01,2024-04,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,4,4,4,1,5,1,0
R003400,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,5,3,3,2,1,0,1
R003401,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,4,4,2,5,5,1,0
R003402,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,5,5,1,1,2,0,1
R003403,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,1,1,2,1,2,0,1
R003404,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,5,4,1,4,2,0,0
R003405,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,5,5,3,2,5,0,1
R003406,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,5,4,2,2,3,0,0
R003407,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,5,5,1,1,3,1,0
R003408,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,3,5,1,2,4,1,1
R003409,2024-05-01,2024-05,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,1,5,3,4,2,0,0
R003410,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,5,5,2,2,5,1,0
R003411,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,1,5,1,5,3,0,1
R003412,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,1,1,5,4,2,3,1,0,0
R003413,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,4,2,4,2,4,1,1
R003414,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,4,5,2,2,1,0,1
R003415,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,2,1,2,1,3,0,0
R003416,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,2,3,3,1,2,0,1
R003417,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,5,3,3,3,3,0,1
R003418,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,2,4,1,5,3,0,0
R003419,2024-06-01,2024-06,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,3,4,3,1,2,0,1
R003420,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,2,5,3,3,2,0,1
R003421,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,0,0,2,5,2,5,3,0,1
R003422,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,1,1,3,2,0,1
R003423,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,1,3,1,2,2,2,0,1
R003424,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,0,0,4,4,2,3,1,0,1
R003425,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,1,1,5,4,1,2,2,1,0
R003426,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,2,3,1,5,2,0,0
R003427,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,5,2,2,5,0,1
R003428,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,1,1,0,2,5,1,2,5,0,1
R003429,2024-07-01,2024-07,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,3,4,3,5,4,1,1
R003430,2024-08-01,2024-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,4,1,1,4,5,0,1
R003431,2024-08-01,2024-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,4,2,4,5,5,0,1
R003432,2024-08-01,2024-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,4,5,3,5,5,0,0
R003433,2024-08-01,2024-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,1,0,5,4,1,3,1,1,1
R003434,2024-08-01,2024-08,brand_a,aurora_rtd_tea,rtd_beverages,ID,value_seekers,0,0,0,5,4,1,2,3,1,1
