respondent_id,date,market,segment,brand,ad_recall,brand_link,distinctive_asset,trust,value_for_money,premium,fun,personal_relevance,consideration,competitor_salience
R00878,2024-03-25,ID,gen_z,brand_a,1,1,0,2,4,2,4,3,1,1
R00879,2024-03-25,ID,gen_z,brand_a,1,0,0,3,3,2,2,4,1,0
R00880,2024-03-25,ID,gen_z,brand_a,0,1,0,1,3,2,4,2,1,1
R00881,2024-03-25,ID,gen_z,brand_a,0,0,1,4,4,3,3,4,0,0
R00882,2024-03-25,ID,gen_z,brand_a,1,1,1,4,1,5,2,2,0,0
R00883,2024-03-25,ID,millennial,brand_a,1,1,1,4,3,2,3,4,1,1
R00884,2024-03-25,ID,millennial,brand_a,1,1,1,4,4,1,4,4,1,0
R00885,2024-03-25,ID,millennial,brand_a,1,0,1,3,3,3,3,4,1,0
R00886,2024-03-25,ID,millennial,brand_a,1,1,0,3,2,4,3,3,1,1
R00887,2024-03-25,ID,millennial,brand_a,0,0,0,3,2,4,2,2,1,0
R00888,2024-03-25,ID,millennial,brand_a,1,1,1,3,4,3,4,5,1,0
R00889,2024-03-25,ID,millennial,brand_a,1,1,1,4,4,3,4,3,0,1
R00890,2024-03-25,ID,millennial,brand_a,0,1,1,4,4,3,4,4,1,0
R00891,2024-03-25,ID,millennial,brand_a,1,1,0,2,3,4,3,3,1,1
R00892,2024-03-25,ID,millennial,brand_a,1,1,0,2,3,3,5,4,1,0
R00893,2024-03-25,ID,millennial,brand_a,1,1,1,4,5,1,4,4,1,1
R00894,2024-03-25,ID,millennial,brand_a,0,1,1,2,3,2,2,3,1,1
R00895,2024-03-25,ID,millennial,brand_a,1,0,1,2,2,3,3,4,1,0
R00896,2024-03-25,ID,millennial,brand_a,0,0,1,4,2,4,3,4,1,0
R00897,2024-03-25,ID,millennial,brand_a,1,1,0,3,3,2,4,3,0,1
R00898,2024-03-25,ID,millennial,brand_a,1,1,0,4,1,3,2,1,1,0
R00899,2024-03-25,ID,millennial,brand_a,0,1,1,1,2,4,3,3,1,1
R00900,2024-03-25,ID,millennial,brand_a,0,0,0,3,2,3,4,3,0,1
R00901,2024-03-25,ID,family,brand_a,0,0,1,1,1,5,2,2,0,0
R00902,2024-03-25,ID,family,brand_a,0,1,1,3,2,3,3,3,1,1
R00903,2024-03-25,ID,family,brand_a,1,1,0,3,4,3,2,5,0,0
R00904,2024-03-25,ID,family,brand_a,0,0,0,3,3,3,1,2,1,1
R00905,2024-03-25,ID,family,brand_a,0,1,1,4,3,1,4,4,1,0
R00906,2024-03-25,ID,family,brand_a,1,0,1,2,3,3,3,3,1,0
R00907,2024-03-25,ID,family,brand_a,0,0,1,4,2,4,3,2,1,0
R00908,2024-03-25,ID,family,brand_a,1,1,1,4,4,2,4,3,1,0
R00909,2024-03-25,ID,family,brand_a,1,0,0,3,2,2,2,2,0,1
R00910,2024-03-25,ID,family,brand_a,1,0,0,2,3,4,4,3,1,0
R00911,2024-03-25,ID,family,brand_a,0,0,1,2,4,2,4,4,1,0
R00912,2024-03-25,ID,family,brand_a,1,1,0,4,3,1,4,5,1,0
R00913,2024-03-25,ID,family,brand_a,0,1,0,2,5,3,4,2,0,0
R00914,2024-03-25,ID,family,brand_a,1,0,1,3,1,5,1,2,0,0
R00915,2024-03-25,ID,family,brand_a,0,0,1,2,2,4,2,3,1,1
R00916,2024-03-25,ID,family,brand_a,0,0,1,5,4,2,2,1,1,1
R00917,2024-03-25,ID,family,brand_a,1,0,0,3,2,2,2,2,1,1
R00918,2024-03-25,ID,family,brand_a,1,1,0,3,4,2,3,5,1,1
R00919,2024-03-25,ID,premium_seekers,brand_a,0,0,1,2,2,4,2,3,1,1
R00920,2024-03-25,ID,premium_seekers,brand_a,0,0,0,3,2,4,3,3,1,1
R00921,2024-03-25,ID,premium_seekers,brand_a,0,0,1,2,3,2,3,3,1,0
R00922,2024-03-25,ID,premium_seekers,brand_a,0,1,1,4,4,4,2,2,1,0
R00923,2024-03-25,ID,premium_seekers,brand_a,0,1,1,4,4,2,3,4,1,0
R00924,2024-03-25,ID,premium_seekers,brand_a,1,1,1,3,4,3,5,5,0,1
R00925,2024-03-25,ID,premium_seekers,brand_a,0,0,1,1,2,5,2,3,1,1
R00926,2024-03-25,ID,premium_seekers,brand_a,1,0,0,5,3,3,3,3,1,1
R00927,2024-03-25,ID,premium_seekers,brand_a,1,1,1,3,4,2,3,4,1,1
R00928,2024-03-25,ID,premium_seekers,brand_a,0,1,1,2,2,5,3,2,0,0
R00929,2024-03-25,ID,premium_seekers,brand_a,0,0,1,4,4,2,4,5,0,0
R00930,2024-03-25,ID,premium_seekers,brand_a,1,1,1,5,5,2,4,4,1,1
R00931,2024-03-25,ID,premium_seekers,brand_a,1,1,0,5,5,2,4,4,0,0
R00932,2024-03-25,ID,premium_seekers,brand_a,1,0,0,3,2,5,3,4,1,1
R00933,2024-03-25,ID,premium_seekers,brand_a,1,1,1,4,2,4,5,3,1,0
R00934,2024-03-25,ID,premium_seekers,brand_a,0,0,0,2,3,4,3,2,0,0
R00935,2024-03-25,ID,premium_seekers,brand_a,1,0,1,4,4,2,3,3,1,0
R00936,2024-03-25,ID,premium_seekers,brand_a,1,1,1,4,4,3,4,5,0,0
R00937,2024-04-01,ID,gen_z,brand_a,0,1,1,3,3,3,2,3,0,0
R00938,2024-04-01,ID,gen_z,brand_a,0,1,0,4,3,2,4,3,1,1
R00939,2024-04-01,ID,gen_z,brand_a,1,0,0,3,5,3,3,3,0,1
R00940,2024-04-01,ID,gen_z,brand_a,1,0,1,3,4,2,4,3,1,0
R00941,2024-04-01,ID,gen_z,brand_a,1,1,1,5,2,2,4,4,0,0
R00942,2024-04-01,ID,gen_z,brand_a,1,0,1,5,3,4,2,1,1,1
R00943,2024-04-01,ID,gen_z,brand_a,1,1,0,4,4,4,3,4,1,0
R00944,2024-04-01,ID,gen_z,brand_a,1,1,1,3,4,2,2,4,1,1
R00945,2024-04-01,ID,gen_z,brand_a,0,0,0,3,3,2,3,3,0,1
R00946,2024-04-01,ID,gen_z,brand_a,1,0,0,3,2,2,3,3,0,0
R00947,2024-04-01,ID,gen_z,brand_a,0,1,0,2,2,4,2,3,0,1
R00948,2024-04-01,ID,gen_z,brand_a,1,1,1,2,3,4,2,2,0,1
R00949,2024-04-01,ID,gen_z,brand_a,0,0,1,3,4,5,3,2,0,1
R00950,2024-04-01,ID,gen_z,brand_a,1,0,1,3,3,4,3,4,0,1
R00951,2024-04-01,ID,gen_z,brand_a,0,0,1,2,2,3,5,4,0,0
R00952,2024-04-01,ID,gen_z,brand_a,1,1,0,4,5,1,4,5,1,0
R00953,2024-04-01,ID,gen_z,brand_a,1,1,1,4,4,2,3,3,1,0
R00954,2024-04-01,ID,gen_z,brand_a,0,1,1,3,3,3,4,4,0,1
R00955,2024-04-01,ID,millennial,brand_a,1,1,1,2,4,2,4,3,0,1
R00956,2024-04-01,ID,millennial,brand_a,1,1,0,4,2,2,4,3,1,1
R00957,2024-04-01,ID,millennial,brand_a,0,0,1,3,2,3,2,5,1,0
R00958,2024-04-01,ID,millennial,brand_a,0,1,0,3,4,4,3,3,1,1
R00959,2024-04-01,ID,millennial,brand_a,1,0,0,3,4,3,2,5,0,0
R00960,2024-04-01,ID,millennial,brand_a,0,0,1,4,4,3,3,3,0,1
R00961,2024-04-01,ID,millennial,brand_a,1,0,1,4,4,2,4,3,1,0
R00962,2024-04-01,ID,millennial,brand_a,1,0,0,3,4,5,2,4,1,0
R00963,2024-04-01,ID,millennial,brand_a,0,1,1,3,4,2,4,4,1,1
R00964,2024-04-01,ID,millennial,brand_a,1,0,1,4,3,2,4,3,0,1
R00965,2024-04-01,ID,millennial,brand_a,0,0,1,3,2,2,2,2,0,0
R00966,2024-04-01,ID,millennial,brand_a,1,1,0,5,5,1,4,5,0,0
R00967,2024-04-01,ID,millennial,brand_a,0,1,0,1,3,3,3,5,1,1
R00968,2024-04-01,ID,millennial,brand_a,1,1,1,3,3,2,4,3,1,0
R00969,2024-04-01,ID,millennial,brand_a,0,1,0,4,4,4,3,3,1,0
R00970,2024-04-01,ID,millennial,brand_a,0,0,0,2,1,3,3,3,0,1
R00971,2024-04-01,ID,millennial,brand_a,1,1,1,3,3,3,4,4,0,1
R00972,2024-04-01,ID,millennial,brand_a,0,1,1,2,3,4,3,3,1,1
R00973,2024-04-01,ID,family,brand_a,1,1,0,3,5,3,3,4,1,0
R00974,2024-04-01,ID,family,brand_a,0,1,0,4,4,3,3,4,1,1
R00975,2024-04-01,ID,family,brand_a,0,0,1,3,2,2,2,4,0,1
R00976,2024-04-01,ID,family,brand_a,1,0,0,3,4,3,4,4,0,0
R00977,2024-04-01,ID,family,brand_a,1,0,1,5,4,4,5,5,1,1
R00978,2024-04-01,ID,family,brand_a,1,1,0,3,3,5,3,3,1,0
R00979,2024-04-01,ID,family,brand_a,0,0,1,2,3,3,4,3,0,1
R00980,2024-04-01,ID,family,brand_a,0,1,1,4,4,2,5,4,1,1
R00981,2024-04-01,ID,family,brand_a,0,0,1,4,5,2,5,3,1,0
R00982,2024-04-01,ID,family,brand_a,0,0,1,4,3,2,3,4,1,0
R00983,2024-04-01,ID,family,brand_a,1,0,1,2,4,3,3,5,1,0
R00984,2024-04-01,ID,family,brand_a,1,0,0,3,3,4,3,2,0,1
R00985,2024-04-01,ID,family,brand_a,0,1,0,2,2,4,3,3,0,1
R00986,2024-04-01,ID,family,brand_a,1,1,0,4,3,3,2,2,1,1
R00987,2024-04-01,ID,family,brand_a,0,1,1,5,3,1,3,4,1,0
R00988,2024-04-01,ID,family,brand_a,0,0,1,3,3,4,4,2,1,0
R00989,2024-04-01,ID,family,brand_a,1,1,0,5,4,3,2,4,0,0
R00990,2024-04-01,ID,family,brand_a,0,0,0,3,3,4,2,2,0,1
R00991,2024-04-01,ID,premium_seekers,brand_a,1,1,1,4,2,2,4,5,1,1
R00992,2024-04-01,ID,premium_seekers,brand_a,1,0,1,2,3,4,2,5,1,0
R00993,2024-04-01,ID,premium_seekers,brand_a,0,1,0,2,2,4,4,3,0,1
R00994,2024-04-01,ID,premium_seekers,brand_a,1,0,0,4,4,1,4,4,1,0
R00995,2024-04-01,ID,premium_seekers,brand_a,1,0,1,4,3,3,2,2,1,0
R00996,2024-04-01,ID,premium_seekers,brand_a,0,1,1,3,3,3,4,4,1,1
R00997,2024-04-01,ID,premium_seekers,brand_a,1,1,0,4,4,1,4,2,1,0
R00998,2024-04-01,ID,premium_seekers,brand_a,0,1,0,2,4,4,4,2,1,1
R00999,2024-04-01,ID,premium_seekers,brand_a,0,1,1,5,4,2,3,3,0,1
R01000,2024-04-01,ID,premium_seekers,brand_a,1,0,1,3,2,4,4,3,1,0
R01001,2024-04-01,ID,premium_seekers,brand_a,1,0,0,3,4,3,2,3,1,0
R01002,2024-04-01,ID,premium_seekers,brand_a,0,1,0,2,3,4,4,2,1,0
R01003,2024-04-01,ID,premium_seekers,brand_a,1,1,1,3,3,3,3,3,0,0
R01004,2024-04-01,ID,premium_seekers,brand_a,1,0,0,3,3,4,1,2,0,0
R01005,2024-04-01,ID,premium_seekers,brand_a,1,1,0,2,3,4,2,3,1,0
R01006,2024-04-01,ID,premium_seekers,brand_a,1,1,1,4,4,2,5,3,1,1
R01007,2024-04-01,ID,premium_seekers,brand_a,0,1,0,3,4,2,3,3,0,0
R01008,2024-04-01,ID,premium_seekers,brand_a,1,1,1,2,3,3,3,2,0,1
R01009,2024-04-08,ID,gen_z,brand_a,0,0,0,4,3,4,2,2,0,1
R01010,2024-04-08,ID,gen_z,brand_a,1,0,1,4,4,4,5,2,1,0
R01011,2024-04-08,ID,gen_z,brand_a,0,1,0,3,2,3,3,2,1,1
R01012,2024-04-08,ID,gen_z,brand_a,1,0,0,3,3,5,2,3,1,0
R01013,2024-04-08,ID,gen_z,brand_a,0,0,1,2,3,4,2,3,1,0
R01014,2024-04-08,ID,gen_z,brand_a,1,0,0,4,3,1,4,4,0,1
R01015,2024-04-08,ID,gen_z,brand_a,0,0,1,3,3,3,5,3,0,1
R01016,2024-04-08,ID,gen_z,brand_a,1,1,1,3,2,3,3,2,1,0
R01017,2024-04-08,ID,gen_z,brand_a,0,1,1,2,3,3,4,2,1,1
R01018,2024-04-08,ID,gen_z,brand_a,0,0,0,2,3,3,3,4,1,1
R01019,2024-04-08,ID,gen_z,brand_a,1,0,1,3,4,1,3,3,1,0
R01020,2024-04-08,ID,gen_z,brand_a,1,0,0,3,3,3,2,4,0,1
R01021,2024-04-08,ID,gen_z,brand_a,1,1,1,5,4,1,4,4,1,0
R01022,2024-04-08,ID,gen_z,brand_a,1,1,1,4,5,2,5,5,1,0
R01023,2024-04-08,ID,gen_z,brand_a,0,0,0,1,3,4,3,2,0,0
R01024,2024-04-08,ID,gen_z,brand_a,1,0,0,5,4,3,3,3,1,0
R01025,2024-04-08,ID,gen_z,brand_a,1,0,0,3,2,4,3,3,1,1
R01026,2024-04-08,ID,gen_z,brand_a,0,1,1,5,2,3,4,3,0,1
R01027,2024-04-08,ID,millennial,brand_a,1,0,0,2,3,3,3,3,0,1
R01028,2024-04-08,ID,millennial,brand_a,1,1,1,4,4,2,4,3,0,1
R01029,2024-04-08,ID,millennial,brand_a,1,1,1,4,3,4,3,2,1,0
R01030,2024-04-08,ID,millennial,brand_a,1,0,1,5,2,4,3,4,0,0
R01031,2024-04-08,ID,millennial,brand_a,0,0,1,3,2,2,3,4,1,1
R01032,2024-04-08,ID,millennial,brand_a,1,0,1,4,4,4,2,3,1,1
R01033,2024-04-08,ID,millennial,brand_a,0,0,1,3,3,3,3,1,0,0
R01034,2024-04-08,ID,millennial,brand_a,0,1,1,4,4,2,4,4,1,1
R01035,2024-04-08,ID,millennial,brand_a,1,0,1,5,4,2,5,4,1,0
R01036,2024-04-08,ID,millennial,brand_a,1,1,1,4,5,2,4,3,0,0
R01037,2024-04-08,ID,millennial,brand_a,1,0,0,3,3,3,3,2,0,1
R01038,2024-04-08,ID,millennial,brand_a,0,1,0,4,3,4,4,3,0,0
R01039,2024-04-08,ID,millennial,brand_a,1,0,0,3,3,2,2,3,1,1
R01040,2024-04-08,ID,millennial,brand_a,1,1,1,3,1,2,4,3,1,1
R01041,2024-04-08,ID,millennial,brand_a,0,1,1,3,3,3,3,3,0,1
R01042,2024-04-08,ID,millennial,brand_a,1,1,1,4,4,1,3,4,1,0
R01043,2024-04-08,ID,millennial,brand_a,1,0,0,5,4,2,5,5,1,0
R01044,2024-04-08,ID,millennial,brand_a,1,1,1,3,5,3,4,3,0,0
R01045,2024-04-08,ID,family,brand_a,0,0,0,5,4,2,3,2,0,0
R01046,2024-04-08,ID,family,brand_a,1,1,1,2,2,3,3,4,0,1
R01047,2024-04-08,ID,family,brand_a,1,1,1,4,5,1,3,3,1,1
R01048,2024-04-08,ID,family,brand_a,1,1,1,3,3,2,3,4,1,0
R01049,2024-04-08,ID,family,brand_a,0,1,1,2,2,2,2,3,1,1
R01050,2024-04-08,ID,family,brand_a,1,0,1,3,4,2,5,5,1,1
R01051,2024-04-08,ID,family,brand_a,1,0,1,1,3,5,3,2,1,1
R01052,2024-04-08,ID,family,brand_a,0,1,0,2,2,3,3,2,0,1
R01053,2024-04-08,ID,family,brand_a,0,1,0,3,3,3,3,2,1,1
R01054,2024-04-08,ID,family,brand_a,0,0,0,3,3,4,3,1,0,0
R01055,2024-04-08,ID,family,brand_a,1,1,0,5,4,1,3,4,1,1
R01056,2024-04-08,ID,family,brand_a,0,0,0,2,1,5,3,1,0,1
R01057,2024-04-08,ID,family,brand_a,0,1,1,3,4,3,3,2,0,1
R01058,2024-04-08,ID,family,brand_a,1,0,0,1,2,3,3,2,0,0
R01059,2024-04-08,ID,family,brand_a,1,0,0,2,4,4,4,2,1,1
R01060,2024-04-08,ID,family,brand_a,0,1,0,2,3,4,1,4,0,1
R01061,2024-04-08,ID,family,brand_a,0,0,1,4,2,2,4,2,1,0
R01062,2024-04-08,ID,family,brand_a,1,1,1,3,3,3,3,4,0,0
R01063,2024-04-08,ID,premium_seekers,brand_a,1,0,0,1,3,3,5,1,1,1
R01064,2024-04-08,ID,premium_seekers,brand_a,1,0,0,3,3,3,3,4,1,1
R01065,2024-04-08,ID,premium_seekers,brand_a,1,0,1,3,3,3,3,3,0,0
R01066,2024-04-08,ID,premium_seekers,brand_a,1,1,1,3,3,2,4,4,1,0
R01067,2024-04-08,ID,premium_seekers,brand_a,0,1,0,3,3,3,4,3,1,1
R01068,2024-04-08,ID,premium_seekers,brand_a,1,1,1,3,3,3,4,3,1,0
R01069,2024-04-08,ID,premium_seekers,brand_a,1,0,1,4,4,1,4,5,0,0
R01070,2024-04-08,ID,premium_seekers,brand_a,1,1,1,3,2,3,4,2,1,0
R01071,2024-04-08,ID,premium_seekers,brand_a,0,0,0,3,4,2,4,4,1,1
R01072,2024-04-08,ID,premium_seekers,brand_a,1,1,1,4,2,3,4,4,1,0
R01073,2024-04-08,ID,premium_seekers,brand_a,1,0,1,2,3,4,2,3,0,1
R01074,2024-04-08,ID,premium_seekers,brand_a,0,0,0,3,2,2,3,2,0,0
R01075,2024-04-08,ID,premium_seekers,brand_a,1,1,1,4,4,2,4,5,0,0
R01076,2024-04-08,ID,premium_seekers,brand_a,0,0,0,2,3,3,3,2,1,1
R01077,2024-04-08,ID,premium_seekers,brand_a,1,1,1,2,4,2,4,2,0,0
R01078,2024-04-08,ID,premium_seekers,brand_a,1,1,0,3,4,2,4,3,1,1
R01079,2024-04-08,ID,premium_seekers,brand_a,1,0,1,4,4,2,3,4,1,0
R01080,2024-04-08,ID,premium_seekers,brand_a,1,1,1,3,3,2,4,4,1,1
R01081,2024-04-15,ID,gen_z,brand_a,1,1,0,4,3,1,4,3,0,0
R01082,2024-04-15,ID,gen_z,brand_a,1,0,1,4,4,2,3,3,1,1
R01083,2024-04-15,ID,gen_z,brand_a,1,1,1,3,4,2,5,4,1,0
R01084,2024-04-15,ID,gen_z,brand_a,0,1,1,2,4,3,4,2,0,1
R01085,2024-04-15,ID,gen_z,brand_a,0,1,0,5,5,1,3,3,0,0
R01086,2024-04-15,ID,gen_z,brand_a,0,0,0,2,2,5,2,1,0,1
R01087,2024-04-15,ID,gen_z,brand_a,1,0,1,2,2,2,4,3,0,1
R01088,2024-04-15,ID,gen_z,brand_a,1,0,0,3,1,3,4,2,1,0
R01089,2024-04-15,ID,gen_z,brand_a,0,0,1,4,3,4,2,3,1,1
R01090,2024-04-15,ID,gen_z,brand_a,0,0,1,3,4,2,5,3,1,0
R01091,2024-04-15,ID,gen_z,brand_a,1,0,0,3,3,3,3,3,1,1
R01092,2024-04-15,ID,gen_z,brand_a,0,0,1,2,2,4,3,2,0,0
R01093,2024-04-15,ID,gen_z,brand_a,1,0,1,2,4,2,3,4,1,0
R01094,2024-04-15,ID,gen_z,brand_a,1,1,0,3,2,3,2,2,0,1
R01095,2024-04-15,ID,gen_z,brand_a,0,1,1,2,2,3,2,3,1,0
R01096,2024-04-15,ID,gen_z,brand_a,1,1,1,4,4,3,3,4,1,0
R01097,2024-04-15,ID,gen_z,brand_a,1,1,1,3,3,2,3,2,0,0
R01098,2024-04-15,ID,gen_z,brand_a,1,1,1,3,4,3,4,2,1,1
R01099,2024-04-15,ID,millennial,brand_a,1,1,0,4,4,1,4,5,0,0
R01100,2024-04-15,ID,millennial,brand_a,1,1,0,4,5,3,4,5,1,0
R01101,2024-04-15,ID,millennial,brand_a,1,0,0,4,3,3,3,5,0,0
R01102,2024-04-15,ID,millennial,brand_a,0,1,1,4,4,4,3,3,0,1
R01103,2024-04-15,ID,millennial,brand_a,1,1,1,2,2,3,4,2,0,1
R01104,2024-04-15,ID,millennial,brand_a,0,1,0,3,4,2,4,4,0,0
R01105,2024-04-15,ID,millennial,brand_a,0,0,0,5,4,2,4,3,1,1
R01106,2024-04-15,ID,millennial,brand_a,0,0,0,3,2,4,2,4,0,0
R01107,2024-04-15,ID,millennial,brand_a,0,1,1,3,2,4,3,2,0,0
R01108,2024-04-15,ID,millennial,brand_a,1,1,1,5,2,3,4,4,1,1
R01109,2024-04-15,ID,millennial,brand_a,1,1,0,3,2,4,2,4,0,0
R01110,2024-04-15,ID,millennial,brand_a,1,1,0,4,2,3,4,2,0,0
R01111,2024-04-15,ID,millennial,brand_a,1,1,0,4,3,4,3,4,0,0
R01112,2024-04-15,ID,millennial,brand_a,1,0,1,1,2,4,1,2,0,0
R01113,2024-04-15,ID,millennial,brand_a,0,0,0,3,4,1,4,3,0,1
R01114,2024-04-15,ID,millennial,brand_a,0,1,1,4,5,2,3,3,0,0
R01115,2024-04-15,ID,millennial,brand_a,1,1,1,5,4,2,3,4,1,0
R01116,2024-04-15,ID,millennial,brand_a,1,0,0,2,2,4,3,2,1,1
R01117,2024-04-15,ID,family,brand_a,1,1,0,2,3,4,2,4,1,1
R01118,2024-04-15,ID,family,brand_a,1,1,1,4,4,1,4,3,1,0
R01119,2024-04-15,ID,family,brand_a,0,0,0,4,2,3,3,2,1,1
R01120,2024-04-15,ID,family,brand_a,1,1,0,4,5,4,3,3,1,1
R01121,2024-04-15,ID,family,brand_a,0,0,1,4,3,4,3,4,0,1
R01122,2024-04-15,ID,family,brand_a,1,1,1,4,4,2,4,4,1,0
R01123,2024-04-15,ID,family,brand_a,0,1,1,3,4,3,3,3,1,1
R01124,2024-04-15,ID,family,brand_a,0,1,1,3,3,3,2,3,0,1
R01125,2024-04-15,ID,family,brand_a,0,1,0,3,3,4,1,4,0,1
R01126,2024-04-15,ID,family,brand_a,1,1,1,5,5,2,5,5,1,0
R01127,2024-04-15,ID,family,brand_a,1,1,1,3,4,2,5,3,1,0
R01128,2024-04-15,ID,family,brand_a,1,1,1,3,4,2,4,3,1,0
R01129,2024-04-15,ID,family,brand_a,0,1,0,3,4,3,3,2,1,0
R01130,2024-04-15,ID,family,brand_a,0,0,1,2,3,4,4,3,0,1
R01131,2024-04-15,ID,family,brand_a,1,1,1,5,5,4,3,4,1,0
R01132,2024-04-15,ID,family,brand_a,0,1,1,4,3,2,4,4,0,1
R01133,2024-04-15,ID,family,brand_a,1,1,0,4,4,2,3,3,0,0
R01134,2024-04-15,ID,family,brand_a,1,0,1,2,4,2,4,3,1,1
R01135,2024-04-15,ID,premium_seekers,brand_a,1,0,0,2,2,4,2,3,0,1
R01136,2024-04-15,ID,premium_seekers,brand_a,1,0,1,5,4,3,4,3,0,0
R01137,2024-04-15,ID,premium_seekers,brand_a,1,0,1,3,2,2,4,4,0,1
R01138,2024-04-15,ID,premium_seekers,brand_a,1,1,1,3,5,4,3,5,0,0
R01139,2024-04-15,ID,premium_seekers,brand_a,0,1,1,4,4,2,4,4,1,1
R01140,2024-04-15,ID,premium_seekers,brand_a,0,1,1,4,4,2,4,4,0,0
R01141,2024-04-15,ID,premium_seekers,brand_a,0,1,1,2,3,2,3,3,1,0
R01142,2024-04-15,ID,premium_seekers,brand_a,0,0,1,4,4,1,4,5,1,1
R01143,2024-04-15,ID,premium_seekers,brand_a,0,0,0,3,3,3,3,4,1,0
R01144,2024-04-15,ID,premium_seekers,brand_a,0,1,1,4,4,2,2,4,1,0
R01145,2024-04-15,ID,premium_seekers,brand_a,1,1,1,4,3,2,3,4,1,0
R01146,2024-04-15,ID,premium_seekers,brand_a,1,1,1,3,2,3,3,3,0,0
R01147,2024-04-15,ID,premium_seekers,brand_a,1,1,1,5,4,1,5,4,1,0
R01148,2024-04-15,ID,premium_seekers,brand_a,0,1,1,2,3,3,3,3,1,1
R01149,2024-04-15,ID,premium_seekers,brand_a,1,1,0,4,3,3,3,4,1,0
R01150,2024-04-15,ID,premium_seekers,brand_a,0,0,1,2,3,3,2,3,1,1
R01151,2024-04-15,ID,premium_seekers,brand_a,0,1,1,2,3,2,5,4,0,1
R01152,2024-04-15,ID,premium_seekers,brand_a,0,0,1,2,1,4,2,3,1,0
R01153,2024-04-22,ID,gen_z,brand_a,1,0,1,3,4,4,4,4,1,1
R01154,2024-04-22,ID,gen_z,brand_a,1,1,1,4,4,4,4,4,1,0
R01155,2024-04-22,ID,gen_z,brand_a,0,1,1,4,4,3,4,3,1,0
R01156,2024-04-22,ID,gen_z,brand_a,1,0,0,3,3,2,1,3,0,0
R01157,2024-04-22,ID,gen_z,brand_a,0,0,1,3,2,4,3,4,0,0
R01158,2024-04-22,ID,gen_z,brand_a,1,1,0,4,4,3,5,4,1,0
R01159,2024-04-22,ID,gen_z,brand_a,1,1,1,3,4,3,3,4,1,1
R01160,2024-04-22,ID,gen_z,brand_a,0,1,0,3,4,3,4,4,1,1
R01161,2024-04-22,ID,gen_z,brand_a,1,1,1,2,3,2,4,4,0,0
R01162,2024-04-22,ID,gen_z,brand_a,1,1,1,4,3,2,4,2,1,1
R01163,2024-04-22,ID,gen_z,brand_a,0,0,1,3,3,3,3,3,0,0
R01164,2024-04-22,ID,gen_z,brand_a,1,1,1,3,4,4,4,3,1,0
R01165,2024-04-22,ID,gen_z,brand_a,1,1,1,4,4,3,4,5,1,0
R01166,2024-04-22,ID,gen_z,brand_a,1,1,0,5,3,1,3,3,1,1
R01167,2024-04-22,ID,gen_z,brand_a,1,1,0,3,2,3,3,4,1,1
R01168,2024-04-22,ID,gen_z,brand_a,1,0,0,4,3,2,4,4,0,0
R01169,2024-04-22,ID,gen_z,brand_a,0,1,1,4,5,1,4,3,1,1
R01170,2024-04-22,ID,gen_z,brand_a,1,1,1,4,5,1,4,4,1,0
R01171,2024-04-22,ID,millennial,brand_a,0,1,1,4,4,2,4,5,0,0
R01172,2024-04-22,ID,millennial,brand_a,0,0,0,2,3,4,4,3,1,1
R01173,2024-04-22,ID,millennial,brand_a,1,1,0,5,5,2,5,4,1,0
R01174,2024-04-22,ID,millennial,brand_a,1,1,0,4,4,3,3,4,1,1
R01175,2024-04-22,ID,millennial,brand_a,0,0,1,3,1,5,2,4,1,0
R01176,2024-04-22,ID,millennial,brand_a,1,1,1,3,4,2,3,4,1,0
R01177,2024-04-22,ID,millennial,brand_a,1,1,1,4,2,3,4,5,1,0
R01178,2024-04-22,ID,millennial,brand_a,1,1,1,4,4,3,2,4,1,0
R01179,2024-04-22,ID,millennial,brand_a,1,1,1,4,4,2,4,5,1,0
R01180,2024-04-22,ID,millennial,brand_a,1,1,1,4,5,2,4,4,1,0
R01181,2024-04-22,ID,millennial,brand_a,0,1,1,4,5,3,4,2,1,1
R01182,2024-04-22,ID,millennial,brand_a,1,0,1,4,4,1,3,5,1,0
R01183,2024-04-22,ID,millennial,brand_a,0,1,1,3,2,2,4,4,1,1
R01184,2024-04-22,ID,millennial,brand_a,0,1,1,4,4,2,4,5,1,0
R01185,2024-04-22,ID,millennial,brand_a,0,0,0,1,2,5,2,1,0,1
R01186,2024-04-22,ID,millennial,brand_a,1,1,1,4,4,3,4,4,1,0
R01187,2024-04-22,ID,millennial,brand_a,0,1,0,4,4,3,3,3,1,0
R01188,2024-04-22,ID,millennial,brand_a,1,1,1,4,4,1,4,4,1,1
R01189,2024-04-22,ID,family,brand_a,1,0,1,4,3,3,4,4,1,0
R01190,2024-04-22,ID,family,brand_a,1,0,1,3,4,2,4,4,0,0
R01191,2024-04-22,ID,family,brand_a,0,0,1,3,1,4,3,2,0,1
R01192,2024-04-22,ID,family,brand_a,0,0,1,3,4,3,3,2,1,1
R01193,2024-04-22,ID,family,brand_a,0,1,0,2,1,3,2,1,1,1
R01194,2024-04-22,ID,family,brand_a,1,1,1,4,5,2,4,4,1,0
R01195,2024-04-22,ID,family,brand_a,0,0,1,2,3,4,2,3,1,0
R01196,2024-04-22,ID,family,brand_a,1,1,1,4,3,2,4,4,1,0
R01197,2024-04-22,ID,family,brand_a,0,0,0,4,3,3,2,3,1,0
R01198,2024-04-22,ID,family,brand_a,0,1,1,4,3,3,3,3,1,1
